#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
E_enclense_NIO-1109       -         T-box                RF00230    cm        1      224  1915036  1915281      +    no    1 0.49   0.0  116.5   6.6e-26 !   -
Eaurantiacum              -         T-box                RF00230    cm        1      224  1488930  1489127      +    no    1 0.52   0.0  116.4   6.7e-26 !   -
Ealkaliphilum_12_1        -         T-box                RF00230    cm        1      224  2452095  2452326      +    no    1 0.55   0.0  116.4     7e-26 !   -
Echiriqhuca               -         T-box                RF00230    cm        1      224   957936   958133      +    no    1 0.52   0.0  116.2   7.9e-26 !   -
E_sp_MH3                  -         T-box                RF00230    cm        1      224  1078902  1079106      +    no    1 0.51   0.0  116.1   8.1e-26 !   -
E_enclense_NIO-1109       -         T-box                RF00230    cm        1      224  1691580  1691784      +    no    1 0.51   0.0  116.1   8.1e-26 !   -
E_indicum_HHS_31          -         T-box                RF00230    cm        1      224   730949   731153      +    no    1 0.51   0.0  116.1   8.1e-26 !   -
Eaurantiacum              -         T-box                RF00230    cm        1      224  1106033  1105802      -    no    1 0.56   0.0  116.1   8.1e-26 !   -
E_oxidotolerans_JCM_12280 -         T-box                RF00230    cm        1      224  2194254  2194514      +    no    1 0.50   0.0  115.8   9.5e-26 !   -
Emexicanum                -         T-box                RF00230    cm        1      224  1231292  1231095      -    no    1 0.53   0.0  115.8   9.8e-26 !   -
E_marinum_DSM_16307       -         T-box                RF00230    cm        1      224  2267544  2267310      -    no    1 0.53   0.0  115.8   9.9e-26 !   -
E_profundum_PHM_11        -         T-box                RF00230    cm        1      224  1890657  1890909      +    no    1 0.53   0.0  115.0   1.6e-25 !   -
E_antarcticum_dsm14480    -         T-box                RF00230    cm        1      224  2656083  2656327      +    no    1 0.48   0.0  115.0   1.6e-25 !   -
Emexicanum                -         T-box                RF00230    cm        1      224   271240   271475      +    no    1 0.53   0.0  114.8   1.8e-25 !   -
E_marinum_DSM_16307       -         T-box                RF00230    cm        1      224  1000213   999982      -    no    1 0.56   0.0  114.6   1.9e-25 !   -
E_marinum_DSM_16307       -         T-box                RF00230    cm        1      224  1814513  1814766      +    no    1 0.54   0.0  114.1   2.6e-25 !   -
E_enclense_NIO-1109       -         T-box                RF00230    cm        1      224  1553546  1553794      +    no    1 0.52   0.0  114.0   2.8e-25 !   -
E_acetylicum_DSM_20416    -         T-box                RF00230    cm        1      224   909480   909725      +    no    1 0.48   0.0  113.7   3.5e-25 !   -
E_sibiricum_255-15        -         T-box                RF00230    cm        1      224   615986   616245      +    no    1 0.51   0.0  113.5   3.8e-25 !   -
E_sp_MH3                  -         T-box                RF00230    cm        1      224  2297201  2296997      -    no    1 0.48   0.0  113.2   4.6e-25 !   -
E_enclense_NIO-1109       -         T-box                RF00230    cm        1      224   590522   590726      +    no    1 0.48   0.0  113.2   4.6e-25 !   -
E_indicum_HHS_31          -         T-box                RF00230    cm        1      224     7923     7719      -    no    1 0.48   0.0  113.2   4.6e-25 !   -
E_sp_U13-1                -         T-box                RF00230    cm        1      224  1563375  1563579      +    no    1 0.52   0.0  113.1   4.7e-25 !   -
E_sp_ZWU0009_fita         -         T-box                RF00230    cm        1      224  1141554  1141758      +    no    1 0.52   0.0  113.1   4.7e-25 !   -
Ealkaliphilum_12_1        -         T-box                RF00230    cm        1      224  1664894  1664681      -    no    1 0.55   0.0  113.0   5.2e-25 !   -
Echiriqhuca               -         T-box                RF00230    cm        1      224  2590061  2589849      -    no    1 0.53   0.0  112.9   5.6e-25 !   -
E_profundum_PHM_11        -         T-box                RF00230    cm        1      224  1011083  1010852      -    no    1 0.56   0.0  112.6   6.6e-25 !   -
E_oxidotolerans_JCM_12280 -         T-box                RF00230    cm        1      224  1668368  1668585      +    no    1 0.48   0.0  112.5   6.8e-25 !   -
E_acetylicum_DSM_20416    -         T-box                RF00230    cm        1      224   673512   673716      +    no    1 0.53   0.0  112.5     7e-25 !   -
E_marinum_DSM_16307       -         T-box                RF00230    cm        1      224  1375653  1375854      +    no    1 0.52   0.0  112.5   7.1e-25 !   -
E_sp_ZWU0009_fita         -         T-box                RF00230    cm        1      224   988922   989171      +    no    1 0.52   0.0  112.4   7.6e-25 !   -
Emexicanum                -         T-box                RF00230    cm        1      224  1595782  1596014      +    no    1 0.55   0.0  112.1     9e-25 !   -
E_oxidotolerans_JCM_12280 -         T-box                RF00230    cm        1      224   761947   761745      -    no    1 0.50   0.0  112.0   9.1e-25 !   -
Eaurantiacum              -         T-box                RF00230    cm        1      224   175051   174840      -    no    1 0.54   0.0  111.8     1e-24 !   -
E_sp_U13-1                -         T-box                RF00230    cm        1      224  1426012  1426261      +    no    1 0.52   0.0  111.5   1.2e-24 !   -
E_acetylicum_DSM_20416    -         T-box                RF00230    cm        1      224   536847   537096      +    no    1 0.52   0.0  111.5   1.2e-24 !   -
Emexicanum                -         T-box                RF00230    cm        1      224  2420873  2421085      +    no    1 0.54   0.0  111.5   1.3e-24 !   -
E_sp_AT1b                 -         T-box                RF00230    cm        1      224  1093590  1093821      +    no    1 0.56   0.0  111.2   1.5e-24 !   -
E_sp_MH3                  -         T-box                RF00230    cm        1      224   941283   941532      +    no    1 0.52   0.0  110.9   1.8e-24 !   -
Emexicanum                -         T-box                RF00230    cm        1      224  2394124  2394319      +    no    1 0.53   0.0  110.7   2.1e-24 !   -
E_sp_U13-1                -         T-box                RF00230    cm        1      224  1799305  1799550      +    no    1 0.49   0.0  110.6   2.2e-24 !   -
E_oxidotolerans_JCM_12280 -         T-box                RF00230    cm        1      224  1587235  1587444      +    no    1 0.50   0.0  110.4   2.4e-24 !   -
E_antarcticum_dsm14480    -         T-box                RF00230    cm        1      224  2297410  2297669      +    no    1 0.50   0.0  110.0   3.1e-24 !   -
E_profundum_PHM_11        -         T-box                RF00230    cm        1      224  1418961  1419158      +    no    1 0.52   0.0  109.9   3.2e-24 !   -
E_sp_AT1b                 -         T-box                RF00230    cm        1      224   648307   648110      -    no    1 0.52   0.0  109.3   4.5e-24 !   -
Eaurantiacum              -         T-box                RF00230    cm        1      224  2805683  2805442      -    no    1 0.54   0.0  108.3   8.5e-24 !   -
Ealkaliphilum_12_1        -         T-box                RF00230    cm        1      224  1161201  1160960      -    no    1 0.54   0.0  107.7   1.2e-23 !   -
E_antarcticum_dsm14480    -         T-box                RF00230    cm        1      224  1652803  1653020      +    no    1 0.50   0.0  107.6   1.3e-23 !   -
E_marinum_DSM_16307       -         T-box                RF00230    cm        1      224  1639014  1639285      +    no    1 0.41   0.0  107.3   1.5e-23 !   -
E_sp_U13-1                -         T-box                RF00230    cm        1      224   448650   448857      +    no    1 0.50   0.0  106.9     2e-23 !   -
E_sp_ZWU0009_fita         -         T-box                RF00230    cm        1      224    21515    21722      +    no    1 0.50   0.0  106.9     2e-23 !   -
E_acetylicum_DSM_20416    -         T-box                RF00230    cm        1      224  2741119  2741326      +    no    1 0.50   0.0  106.9     2e-23 !   -
E_antarcticum_dsm14480    -         T-box                RF00230    cm        1      224  1358781  1358560      -    no    1 0.49   0.0  106.4   2.6e-23 !   -
Echiriqhuca               -         T-box                RF00230    cm        1      224  2618634  2618438      -    no    1 0.54   0.0  106.1   3.1e-23 !   -
E_enclense_NIO-1109       -         T-box                RF00230    cm        1      224     6034     6241      +    no    1 0.50   0.0  106.0   3.3e-23 !   -
E_sibiricum_255-15        -         T-box                RF00230    cm        1      224    21601    21809      +    no    1 0.50   0.0  106.0   3.4e-23 !   -
E_sp_MH3                  -         T-box                RF00230    cm        1      224  3150780  3150987      +    no    1 0.50   0.0  105.9   3.5e-23 !   -
E_indicum_HHS_31          -         T-box                RF00230    cm        1      224   311457   311250      -    no    1 0.50   0.0  105.9   3.5e-23 !   -
Ealkaliphilum_12_1        -         T-box                RF00230    cm        1      224  1691589  1691392      -    no    1 0.53   0.0  105.8   3.6e-23 !   -
E_sp_U13-1                -         T-box                RF00230    cm        1      224   236160   235942      -    no    1 0.53   0.0  104.6   7.5e-23 !   -
E_sp_ZWU0009_fita         -         T-box                RF00230    cm        1      224  3060184  3059966      -    no    1 0.53   0.0  104.6   7.5e-23 !   -
E_profundum_PHM_11        -         T-box                RF00230    cm        1      224   529796   530003      +    no    1 0.53   0.0  104.6   7.6e-23 !   -
Emexicanum                -         T-box                RF00230    cm        1      224  2564074  2563833      -    no    1 0.52   0.0  104.5   7.9e-23 !   -
E_oxidotolerans_JCM_12280 -         T-box                RF00230    cm        1      224  2741139  2741342      +    no    1 0.49   0.0  104.4   8.8e-23 !   -
Echiriqhuca               -         T-box                RF00230    cm        1      224  2320013  2319772      -    no    1 0.52   0.0  104.1     1e-22 !   -
E_acetylicum_DSM_20416    -         T-box                RF00230    cm        1      224  2535468  2535250      -    no    1 0.53   0.0  104.0   1.1e-22 !   -
E_sp_AT1b                 -         T-box                RF00230    cm        1      224  2277937  2278177      +    no    1 0.54   0.0  103.7   1.3e-22 !   -
Eaurantiacum              -         T-box                RF00230    cm        1      224   578493   578696      +    no    1 0.54   0.0  103.5   1.5e-22 !   -
Eaurantiacum              -         T-box                RF00230    cm        1      224   205271   205074      -    no    1 0.52   0.0  103.5   1.5e-22 !   -
E_profundum_PHM_11        -         T-box                RF00230    cm        1      224   181259   181066      -    no    1 0.52   0.0  102.9     2e-22 !   -
E_indicum_HHS_31          -         T-box                RF00230    cm        1      224  2579485  2579703      +    no    1 0.53   0.0  102.9   2.1e-22 !   -
E_antarcticum_dsm14480    -         T-box                RF00230    cm        1      224   405486   405256      -    no    1 0.46   0.0  102.9   2.1e-22 !   -
E_marinum_DSM_16307       -         T-box                RF00230    cm        1      224   192350   192157      -    no    1 0.51   0.0  102.3   2.9e-22 !   -
Emexicanum                -         T-box                RF00230    cm        1      224  2830992  2830789      -    no    1 0.54   0.0  102.1   3.3e-22 !   -
E_profundum_PHM_11        -         T-box                RF00230    cm        1      224  2723441  2723201      -    no    1 0.54   0.0  101.9   3.7e-22 !   -
E_sp_AT1b                 -         T-box                RF00230    cm        1      224  1598269  1598062      -    no    1 0.55   0.0  101.8   4.1e-22 !   -
Echiriqhuca               -         T-box                RF00230    cm        1      224    58463    58666      +    no    1 0.55   0.0  101.6   4.6e-22 !   -
Ealkaliphilum_12_1        -         T-box                RF00230    cm        1      224  1946443  1946646      +    no    1 0.54   0.0  101.5   4.7e-22 !   -
E_sibiricum_255-15        -         T-box                RF00230    cm        1      224  1113149  1113352      +    no    1 0.49   0.0  101.5   4.9e-22 !   -
E_sp_AT1b                 -         T-box                RF00230    cm        1      224  1961170  1961364      +    no    1 0.51   0.0  101.4     5e-22 !   -
E_sp_U13-1                -         T-box                RF00230    cm        1      224   529701   529919      +    no    1 0.55   0.0  100.8   7.4e-22 !   -
E_sp_ZWU0009_fita         -         T-box                RF00230    cm        1      224   108168   108386      +    no    1 0.55   0.0  100.8   7.4e-22 !   -
E_acetylicum_DSM_20416    -         T-box                RF00230    cm        1      224  2822227  2822445      +    no    1 0.55   0.0  100.8   7.4e-22 !   -
E_oxidotolerans_JCM_12280 -         T-box                RF00230    cm        1      224  1366854  1366634      -    no    1 0.51   0.0  100.6   8.1e-22 !   -
E_sp_MH3                  -         T-box                RF00230    cm        1      224  2942507  2942290      -    no    1 0.54   0.0  100.5   8.7e-22 !   -
E_enclense_NIO-1109       -         T-box                RF00230    cm        1      224  2501574  2501791      +    no    1 0.54   0.0  100.5   8.7e-22 !   -
E_marinum_DSM_16307       -         T-box                RF00230    cm        1      224   519017   519223      +    no    1 0.55   0.0  100.4   9.3e-22 !   -
E_sp_MH3                  -         T-box                RF00230    cm        1      224    69644    69862      +    no    1 0.55   0.0  100.2     1e-21 !   -
E_enclense_NIO-1109       -         T-box                RF00230    cm        1      224  3166406  3166624      +    no    1 0.55   0.0  100.2     1e-21 !   -
E_indicum_HHS_31          -         T-box                RF00230    cm        1      224   105978   105760      -    no    1 0.55   0.0  100.2     1e-21 !   -
E_sibiricum_255-15        -         T-box                RF00230    cm        1      224  2027068  2026851      -    no    1 0.46   0.0  100.1   1.1e-21 !   -
E_sp_U13-1                -         T-box                RF00230    cm        1      224  1897611  1897355      -    no    1 0.56   0.0  100.1   1.1e-21 !   -
E_marinum_DSM_16307       -         T-box                RF00230    cm        1      224  2652410  2652170      -    no    1 0.54   0.0   99.8   1.3e-21 !   -
E_sp_MH3                  -         T-box                RF00230    cm        1      224  1315134  1315379      +    no    1 0.50   0.0   99.6   1.5e-21 !   -
E_antarcticum_dsm14480    -         T-box                RF00230    cm        1      224  1571495  1571704      +    no    1 0.50   0.0   99.4   1.7e-21 !   -
E_sp_ZWU0009_fita         -         T-box                RF00230    cm        1      224  1343341  1343586      +    no    1 0.50   0.0   99.2   1.9e-21 !   -
E_acetylicum_DSM_20416    -         T-box                RF00230    cm        1      224   873534   873779      +    no    1 0.50   0.0   99.2   1.9e-21 !   -
E_enclense_NIO-1109       -         T-box                RF00230    cm        1      224  2824636  2824380      -    no    1 0.56   0.0   99.2   1.9e-21 !   -
E_sp_U13-1                -         T-box                RF00230    cm        1      224  2686943  2686714      -    no    1 0.53   0.0   99.1   2.1e-21 !   -
E_sp_ZWU0009_fita         -         T-box                RF00230    cm        1      224  2288856  2288627      -    no    1 0.53   0.0   99.1   2.1e-21 !   -
E_acetylicum_DSM_20416    -         T-box                RF00230    cm        1      224  1789578  1789349      -    no    1 0.53   0.0   99.1   2.1e-21 !   -
E_sp_MH3                  -         T-box                RF00230    cm        1      224  1423345  1423089      -    no    1 0.57   0.0   98.9   2.2e-21 !   -
E_indicum_HHS_31          -         T-box                RF00230    cm        1      224  1026749  1026493      -    no    1 0.57   0.0   98.9   2.2e-21 !   -
E_antarcticum_dsm14480    -         T-box                RF00230    cm        1      224  2802212  2802415      +    no    1 0.49   0.0   98.7   2.5e-21 !   -
E_enclense_NIO-1109       -         T-box                RF00230    cm        1      224   755462   755672      +    no    1 0.49   0.0   98.4   3.1e-21 !   -
E_sp_U13-1                -         T-box                RF00230    cm        1      224  1766874  1767119      +    no    1 0.51   0.0   98.3   3.3e-21 !   -
E_sp_U13-1                -         T-box                RF00230    cm        1      224  2996187  2995950      -    no    1 0.55   0.0   98.1   3.7e-21 !   -
E_acetylicum_DSM_20416    -         T-box                RF00230    cm        1      224  2105178  2104941      -    no    1 0.55   0.0   98.1   3.7e-21 !   -
E_sibiricum_255-15        -         T-box                RF00230    cm        1      224  1912948  1912721      -    no    1 0.48   0.0   97.6     5e-21 !   -
E_sibiricum_255-15        -         T-box                RF00230    cm        1      224  2846485  2846264      -    no    1 0.51   0.0   97.1   6.5e-21 !   -
E_sp_MH3                  -         T-box                RF00230    cm        1      224  2506599  2506362      -    no    1 0.55   0.0   96.9   7.5e-21 !   -
E_sp_MH3                  -         T-box                RF00230    cm        1      224  2132607  2132397      -    no    1 0.50   0.0   96.5   9.2e-21 !   -
E_sp_U13-1                -         T-box                RF00230    cm        1      224  2622845  2622635      -    no    1 0.50   0.0   96.5   9.2e-21 !   -
E_sp_ZWU0009_fita         -         T-box                RF00230    cm        1      224  2224773  2224563      -    no    1 0.50   0.0   96.5   9.2e-21 !   -
E_acetylicum_DSM_20416    -         T-box                RF00230    cm        1      224  1725483  1725273      -    no    1 0.50   0.0   96.5   9.2e-21 !   -
E_indicum_HHS_31          -         T-box                RF00230    cm        1      224  1740260  1740050      -    no    1 0.50   0.0   96.5   9.2e-21 !   -
E_indicum_HHS_31          -         T-box                RF00230    cm        1      224  2262418  2262181      -    no    1 0.56   0.0   96.4   9.9e-21 !   -
E_sibiricum_255-15        -         T-box                RF00230    cm        1      224   102812   103029      +    no    1 0.53   0.0   96.3   1.1e-20 !   -
E_sp_ZWU0009_fita         -         T-box                RF00230    cm        1      224  1526461  1526205      -    no    1 0.57   0.0   96.2   1.1e-20 !   -
E_acetylicum_DSM_20416    -         T-box                RF00230    cm        1      224  1012865  1012609      -    no    1 0.57   0.0   96.2   1.1e-20 !   -
E_sp_MH3                  -         T-box                RF00230    cm        1      224  2196635  2196406      -    no    1 0.53   0.0   95.9   1.3e-20 !   -
E_marinum_DSM_16307       -         T-box                RF00230    cm        1      224  2132788  2132568      -    no    1 0.53   0.0   95.1   2.1e-20 !   -
E_enclense_NIO-1109       -         T-box                RF00230    cm        1      224   388263   388500      +    no    1 0.55   0.0   94.8   2.7e-20 !   -
E_oxidotolerans_JCM_12280 -         T-box                RF00230    cm        1      224   470857   470631      -    no    1 0.50   0.0   94.6   2.9e-20 !   -
E_profundum_PHM_11        -         T-box                RF00230    cm        1      224  2209036  2208817      -    no    1 0.53   0.0   94.5   3.2e-20 !   -
E_enclense_NIO-1109       -         T-box                RF00230    cm        1      224   691227   691456      +    no    1 0.53   0.0   94.1     4e-20 !   -
E_indicum_HHS_31          -         T-box                RF00230    cm        1      224  1804259  1804030      -    no    1 0.53   0.0   94.1     4e-20 !   -
E_sp_AT1b                 -         T-box                RF00230    cm        1      224  2808683  2808902      +    no    1 0.54   0.0   93.8   4.6e-20 !   -
E_antarcticum_dsm14480    -         T-box                RF00230    cm        1      224   518171   517953      -    no    1 0.48   0.0   93.7     5e-20 !   -
E_antarcticum_dsm14480    -         T-box                RF00230    cm        1      224   582391   582160      -    no    1 0.53   0.0   93.3   6.4e-20 !   -
E_oxidotolerans_JCM_12280 -         T-box                RF00230    cm        1      224   964635   964400      -    no    1 0.54   0.0   92.9   7.8e-20 !   -
E_sp_ZWU0009_fita         -         T-box                RF00230    cm        1      224  2598517  2598280      -    no    1 0.55   0.0   92.8   8.3e-20 !   -
E_antarcticum_dsm14480    -         T-box                RF00230    cm        1      224   923334   923099      -    no    1 0.54   0.0   92.7     9e-20 !   -
E_sibiricum_255-15        -         T-box                RF00230    cm        1      224  2407389  2407154      -    no    1 0.54   0.0   92.2   1.2e-19 !   -
E_oxidotolerans_JCM_12280 -         T-box                RF00230    cm        1      224   651717   651487      -    no    1 0.53   0.0   91.3   2.1e-19 !   -
Emexicanum                -         T-box                RF00230    cm        1      224   412449   412669      +    no    1 0.51   0.0   91.2   2.2e-19 !   -
E_marinum_DSM_16307       -         T-box                RF00230    cm        1      224  2248761  2248555      -    no    1 0.55   0.0   91.1   2.4e-19 !   -
Echiriqhuca               -         T-box                RF00230    cm        1      224  1787035  1786815      -    no    1 0.51   0.0   90.5   3.4e-19 !   -
E_sibiricum_255-15        -         T-box                RF00230    cm        1      224  2091347  2091118      -    no    1 0.53   0.0   89.4   6.4e-19 !   -
Echiriqhuca               -         T-box                RF00230    cm        1      224  1903348  1903142      -    no    1 0.57   0.0   88.8   9.2e-19 !   -
Ealkaliphilum_12_1        -         T-box                RF00230    cm        1      224   628975   629194      +    no    1 0.53   0.0   88.8   9.4e-19 !   -
E_sp_AT1b                 -         T-box                RF00230    cm        1      224  2693029  2693235      +    no    1 0.56   0.0   88.7   9.8e-19 !   -
E_profundum_PHM_11        -         T-box                RF00230    cm        1      224  2328631  2328425      -    no    1 0.56   0.0   88.7   9.8e-19 !   -
E_sibiricum_255-15        -         T-box                RF00230    cm        1      224  2148046  2147831      -    no    1 0.47   0.0   88.6   1.1e-18 !   -
Emexicanum                -         T-box                RF00230    cm        1      224   292266   292472      +    no    1 0.57   0.0   88.5   1.1e-18 !   -
E_oxidotolerans_JCM_12280 -         T-box                RF00230    cm        1      224   587111   586890      -    no    1 0.46   0.0   88.3   1.2e-18 !   -
E_oxidotolerans_JCM_12280 -         T-box                RF00230    cm        1      224   708837   708622      -    no    1 0.49   0.0   88.2   1.3e-18 !   -
E_sp_U13-1                -         T-box                RF00230    cm        1      224  2739021  2738807      -    no    1 0.50   0.0   87.0   2.7e-18 !   -
E_sp_ZWU0009_fita         -         T-box                RF00230    cm        1      224  2340934  2340720      -    no    1 0.50   0.0   87.0   2.7e-18 !   -
E_sp_MH3                  -         T-box                RF00230    cm        1      224  2242404  2242190      -    no    1 0.50   0.0   86.9   2.9e-18 !   -
E_enclense_NIO-1109       -         T-box                RF00230    cm        1      224   645457   645671      +    no    1 0.50   0.0   86.9   2.9e-18 !   -
E_indicum_HHS_31          -         T-box                RF00230    cm        1      224  1850027  1849813      -    no    1 0.50   0.0   86.9   2.9e-18 !   -
E_antarcticum_dsm14480    -         T-box                RF00230    cm        1      224   634900   634685      -    no    1 0.49   0.0   86.8   3.1e-18 !   -
E_acetylicum_DSM_20416    -         T-box                RF00230    cm        1      224  1841652  1841438      -    no    1 0.51   0.0   86.2   4.2e-18 !   -
Eaurantiacum              -         T-box                RF00230    cm        1      224  2400627  2400422      -    no    1 0.58   0.0   86.2   4.4e-18 !   -
E_marinum_DSM_16307       -         T-box                RF00230    cm        1      224  1474527  1474705      +    no    1 0.54   0.0   85.1   8.5e-18 !   -
Eaurantiacum              -         T-box                RF00230    cm        1      224  2277393  2277173      -    no    1 0.50   0.0   84.3   1.4e-17 !   -
E_sp_U13-1                -         T-box                RF00230    cm        1      224  2508340  2508100      -    no    1 0.51   0.0   82.7   3.4e-17 !   -
E_sp_ZWU0009_fita         -         T-box                RF00230    cm        1      224  2111567  2111327      -    no    1 0.51   0.0   82.7   3.4e-17 !   -
E_acetylicum_DSM_20416    -         T-box                RF00230    cm        1      224  1609679  1609439      -    no    1 0.51   0.0   82.7   3.4e-17 !   -
E_sp_MH3                  -         T-box                RF00230    cm        1      224   847869   848041      +    no    1 0.53   0.0   82.6   3.7e-17 !   -
E_enclense_NIO-1109       -         T-box                RF00230    cm        1      224  1460358  1460530      +    no    1 0.53   0.0   82.6   3.7e-17 !   -
Eaurantiacum              -         T-box                RF00230    cm        1      224  1590149  1590323      +    no    1 0.54   0.0   82.6   3.7e-17 !   -
Ealkaliphilum_12_1        -         T-box                RF00230    cm        1      224  2695560  2695765      +    no    1 0.57   0.0   82.5     4e-17 !   -
E_sp_U13-1                -         T-box                RF00230    cm        1      224  1333022  1333194      +    no    1 0.53   0.0   82.4   4.1e-17 !   -
E_sp_ZWU0009_fita         -         T-box                RF00230    cm        1      224   894487   894659      +    no    1 0.53   0.0   82.4   4.1e-17 !   -
E_acetylicum_DSM_20416    -         T-box                RF00230    cm        1      224   442554   442726      +    no    1 0.53   0.0   82.4   4.1e-17 !   -
E_indicum_HHS_31          -         T-box                RF00230    cm        1      224   499715   499887      +    no    1 0.53   0.0   82.4   4.1e-17 !   -
E_sp_MH3                  -         T-box                RF00230    cm        1      224   200447   200701      +    no    1 0.51   0.0   82.2   4.8e-17 !   -
E_sp_ZWU0009_fita         -         T-box                RF00230    cm        1      224   249639   249893      +    no    1 0.51   0.0   82.2   4.8e-17 !   -
E_acetylicum_DSM_20416    -         T-box                RF00230    cm        1      224  2963788  2964042      +    no    1 0.51   0.0   82.2   4.8e-17 !   -
E_enclense_NIO-1109       -         T-box                RF00230    cm        1      224  2066403  2066657      +    no    1 0.51   0.0   82.2   4.8e-17 !   -
E_indicum_HHS_31          -         T-box                RF00230    cm        1      224  2141337  2141083      -    no    1 0.51   0.0   82.2   4.8e-17 !   -
E_sp_AT1b                 -         T-box                RF00230    cm        1      224   596390   596184      -    no    1 0.52   0.0   82.1     5e-17 !   -
E_profundum_PHM_11        -         T-box                RF00230    cm        1      224  1470865  1471071      +    no    1 0.52   0.0   82.1     5e-17 !   -
E_sp_AT1b                 -         T-box                RF00230    cm        1      224   547349   547170      -    no    1 0.54   0.0   82.1     5e-17 !   -
Emexicanum                -         T-box                RF00230    cm        1      224  1179820  1179615      -    no    1 0.55   0.0   81.8   5.9e-17 !   -
E_profundum_PHM_11        -         T-box                RF00230    cm        1      224  1519509  1519688      +    no    1 0.54   0.0   81.7   6.3e-17 !   -
E_antarcticum_dsm14480    -         T-box                RF00230    cm        1      224  2560195  2560365      +    no    1 0.48   0.0   80.7   1.2e-16 !   -
E_sibiricum_255-15        -         T-box                RF00230    cm        1      224   877416   877587      +    no    1 0.52   0.0   80.7   1.2e-16 !   -
E_oxidotolerans_JCM_12280 -         T-box                RF00230    cm        1      224  2461289  2461458      +    no    1 0.50   0.0   80.5   1.3e-16 !   -
E_sp_MH3                  -         T-box                RF00230    cm        1      224  2019400  2019159      -    no    1 0.53   0.0   78.4   4.5e-16 !   -
E_enclense_NIO-1109       -         T-box                RF00230    cm        1      224   868871   869112      +    no    1 0.53   0.0   78.4   4.5e-16 !   -
E_indicum_HHS_31          -         T-box                RF00230    cm        1      224  1627060  1626819      -    no    1 0.53   0.0   78.4   4.5e-16 !   -
Ealkaliphilum_12_1        -         T-box                RF00230    cm        1      224   485911   486084      +    no    1 0.56   0.0   78.2   5.1e-16 !   -
E_profundum_PHM_11        -         T-box                RF00230    cm        1      224  1462648  1462857      +    no    1 0.52   0.0   78.0   5.6e-16 !   -
E_sp_U13-1                -         T-box                RF00230    cm        1      224   669167   669421      +    no    1 0.50   0.0   78.0   5.8e-16 !   -
Emexicanum                -         T-box                RF00230    cm        1      224  1128314  1128142      -    no    1 0.58   0.0   77.0   1.1e-15 !   -
E_sp_AT1b                 -         T-box                RF00230    cm        1      224   604606   604397      -    no    1 0.52   0.0   76.7   1.2e-15 !   -
E_marinum_DSM_16307       -         T-box                RF00230    cm        1      224  1419505  1419714      +    no    1 0.50   0.0   76.4   1.5e-15 !   -
E_marinum_DSM_16307       -         T-box                RF00230    cm        1      224  1427148  1427355      +    no    1 0.51   0.0   76.3   1.5e-15 !   -
Echiriqhuca               -         T-box                RF00230    cm        1      224  1011422  1011627      +    no    1 0.55   0.0   75.1   3.3e-15 !   -
Echiriqhuca               -         T-box                RF00230    cm        1      224  1003748  1003959      +    no    1 0.55   0.0   72.5   1.5e-14 !   -
Ealkaliphilum_12_1        -         T-box                RF00230    cm        1      224   437090   437293      +    no    1 0.58   0.0   72.3   1.7e-14 !   -
Echiriqhuca               -         T-box                RF00230    cm        1      224  1060119  1060292      +    no    1 0.55   0.0   71.3   3.1e-14 !   -
Ealkaliphilum_12_1        -         T-box                RF00230    cm        1      224   429444   429655      +    no    1 0.56   0.0   71.1   3.5e-14 !   -
Emexicanum                -         T-box                RF00230    cm        1      224  1187497  1187286      -    no    1 0.56   0.0   70.2     6e-14 !   -
Eaurantiacum              -         T-box                RF00230    cm        1      224  1541415  1541621      +    no    1 0.56   0.0   69.8   7.4e-14 !   -
Eaurantiacum              -         T-box                RF00230    cm        1      224  1533764  1533975      +    no    1 0.55   0.0   63.7   2.8e-12 !   -
E_sp_AT1b                 -         T-box                RF00230    cm        1      224  2056736  2056484      -    no    1 0.49   0.0   59.4   3.6e-11 !   -
E_sp_MH3                  -         T-box                RF00230    cm        1      224  2251607  2251390      -    no    1 0.50   0.0   56.5     2e-10 !   -
E_enclense_NIO-1109       -         T-box                RF00230    cm        1      224   636254   636471      +    no    1 0.50   0.0   56.5     2e-10 !   -
E_antarcticum_dsm14480    -         T-box                RF00230    cm        1      224   644006   643787      -    no    1 0.50   0.0   55.5   3.7e-10 !   -
E_acetylicum_DSM_20416    -         T-box                RF00230    cm        1      224  1850877  1850661      -    no    1 0.50   0.0   53.5   1.2e-09 !   -
E_sibiricum_255-15        -         T-box                RF00230    cm        1      224  2157194  2156974      -    no    1 0.51   0.0   52.0   2.9e-09 !   -
E_sp_U13-1                -         T-box                RF00230    cm        1      224  2748247  2748030      -    no    1 0.50   0.0   50.6     7e-09 !   -
E_sp_ZWU0009_fita         -         T-box                RF00230    cm        1      224  2350160  2349943      -    no    1 0.50   0.0   50.6     7e-09 !   -
E_indicum_HHS_31          -         T-box                RF00230    cm        1      224  1859229  1859012      -    no    1 0.50   0.0   50.2   8.7e-09 !   -
E_oxidotolerans_JCM_12280 -         T-box                RF00230    cm        1      224   718155   717934      -    no    1 0.50   0.0   47.2   5.4e-08 !   -
